('utt116816', 'utt116817')
('utt84060', 'utt84069')
('utt80784', 'utt80789')
('utt213', 'utt217')
('utt12501', 'utt12506')
('utt83467', 'utt83472')
('utt71853', 'utt71854')
('utt64849', 'utt64857')
('utt77180', 'utt77183')
('utt131062', 'utt131067')
('utt70021', 'utt70029')
('utt52940', 'utt52944')
('utt152205', 'utt152209')
('utt16295', 'utt16298')
('utt114845', 'utt114847')
('utt94747', 'utt94748')
('utt92046', 'utt92051')
('utt121100', 'utt121102')
('utt139428', 'utt139432')
('utt9315', 'utt9320')
('utt74795', 'utt74796')
('utt97429', 'utt97432')
('utt34093', 'utt34101')
('utt14482', 'utt14488')
('utt81621', 'utt81622')
('utt49891', 'utt49894')
('utt7504', 'utt7507')
('utt72302', 'utt72305')
('utt114395', 'utt114399')
('utt63607', 'utt63611')
('utt61381', 'utt61384')
('utt84060', 'utt84068')
('utt5887', 'utt5894')
('utt15695', 'utt15698')
('utt83609', 'utt83616')
('utt11060', 'utt11062')
('utt135540', 'utt135547')
('utt79865', 'utt79869')
('utt100241', 'utt100249')
('utt49938', 'utt49939')
('utt6183', 'utt6184')
('utt45555', 'utt45560')
('utt131808', 'utt131815')
('utt125153', 'utt125158')
('utt128278', 'utt128280')
('utt66672', 'utt66678')
('utt135625', 'utt135631')
('utt109214', 'utt109216')
('utt74141', 'utt74147')
('utt116574', 'utt116576')
('utt99513', 'utt99517')
('utt8053', 'utt8054')
('utt107528', 'utt107530')
('utt72483', 'utt72489')
('utt121015', 'utt121021')
('utt4969', 'utt4977')
('utt100578', 'utt100579')
('utt26484', 'utt26486')
('utt43560', 'utt43568')
('utt96366', 'utt96368')
('utt15573', 'utt15577')
('utt60221', 'utt60223')
('utt116650', 'utt116655')
('utt13205', 'utt13213')
('utt126981', 'utt126986')
('utt53732', 'utt53734')
('utt50322', 'utt50324')
('utt21926', 'utt21927')
('utt92043', 'utt92051')
('utt96424', 'utt96430')
('utt111503', 'utt111504')
('utt147576', 'utt147578')
('utt128679', 'utt128682')
('utt77177', 'utt77181')
('utt83179', 'utt83186')
('utt62985', 'utt62988')
('utt28114', 'utt28121')
('utt130973', 'utt130976')
('utt46284', 'utt46287')
('utt35478', 'utt35480')
('utt40021', 'utt40023')
('utt147933', 'utt147936')
('utt9953', 'utt9957')
('utt77174', 'utt77178')
('utt97733', 'utt97740')
('utt39147', 'utt39152')
('utt40093', 'utt40095')
('utt31032', 'utt31033')
('utt41755', 'utt41759')
('utt100510', 'utt100516')
('utt137926', 'utt137930')
('utt122602', 'utt122604')
('utt73522', 'utt73528')
('utt80511', 'utt80512')
('utt34759', 'utt34762')
('utt27722', 'utt27731')
('utt38511', 'utt38512')
('utt116344', 'utt116349')
('utt53409', 'utt53412')
('utt7242', 'utt7243')
('utt141773', 'utt141777')
('utt136464', 'utt136471')
('utt148290', 'utt148294')
('utt72141', 'utt72150')
('utt50868', 'utt50872')
('utt22548', 'utt22549')
('utt75498', 'utt75500')
('utt73370', 'utt73371')
('utt51958', 'utt51960')
('utt103048', 'utt103050')
('utt69729', 'utt69731')
('utt29999', 'utt30007')
('utt135708', 'utt135713')
('utt110940', 'utt110942')
('utt72142', 'utt72149')
('utt126827', 'utt126830')
('utt108070', 'utt108074')
('utt22122', 'utt22128')
('utt17119', 'utt17124')
('utt138121', 'utt138123')
('utt82929', 'utt82931')
('utt149324', 'utt149326')
('utt149328', 'utt149329')
('utt65109', 'utt65113')
('utt29189', 'utt29194')
('utt51410', 'utt51413')
('utt15877', 'utt15878')
('utt60494', 'utt60495')
('utt21644', 'utt21649')
('utt18788', 'utt18790')
('utt133268', 'utt133276')
('utt85266', 'utt85272')
('utt145213', 'utt145218')
('utt22260', 'utt22264')
('utt1448', 'utt1452')
('utt141936', 'utt141938')
('utt102190', 'utt102193')
('utt80147', 'utt80154')
('utt102191', 'utt102194')
('utt104476', 'utt104477')
('utt56859', 'utt56862')
('utt42562', 'utt42570')
('utt85934', 'utt85935')
('utt55763', 'utt55769')
('utt112767', 'utt112769')
('utt90346', 'utt90353')
('utt147872', 'utt147877')
('utt39668', 'utt39674')
('utt70070', 'utt70072')
('utt99049', 'utt99050')
('utt57304', 'utt57308')
('utt61428', 'utt61436')
('utt75069', 'utt75076')
('utt55961', 'utt55967')
('utt101041', 'utt101047')
('utt146999', 'utt147002')
('utt55466', 'utt55467')
('utt52148', 'utt52152')
('utt135437', 'utt135441')
('utt49732', 'utt49733')
('utt1240', 'utt1242')
('utt96363', 'utt96371')
('utt76936', 'utt76941')
('utt96929', 'utt96935')
('utt54884', 'utt54888')
('utt120416', 'utt120423')
('utt87535', 'utt87543')
('utt135254', 'utt135256')
('utt67438', 'utt67441')
('utt77', 'utt78')
('utt30934', 'utt30935')
('utt131288', 'utt131293')
('utt75503', 'utt75504')
('utt39102', 'utt39108')
('utt55811', 'utt55816')
('utt67245', 'utt67252')
('utt14931', 'utt14934')
('utt4816', 'utt4817')
('utt139426', 'utt139433')
('utt139432', 'utt139433')
('utt61119', 'utt61122')
('utt124533', 'utt124534')
('utt8049', 'utt8054')
('utt56796', 'utt56799')
('utt32301', 'utt32304')
('utt50450', 'utt50453')
('utt95787', 'utt95790')
('utt126716', 'utt126724')
('utt74008', 'utt74012')
('utt81619', 'utt81621')
('utt63705', 'utt63706')
('utt31881', 'utt31883')
('utt33527', 'utt33535')
('utt60495', 'utt60499')
('utt50040', 'utt50041')
('utt18183', 'utt18188')
('utt7456', 'utt7457')
('utt22543', 'utt22545')
('utt14396', 'utt14397')
('utt105687', 'utt105691')
('utt88645', 'utt88650')
('utt66885', 'utt66889')
('utt63701', 'utt63705')
('utt104707', 'utt104708')
('utt142438', 'utt142440')
('utt15645', 'utt15646')
('utt106630', 'utt106634')
('utt105055', 'utt105062')
('utt84765', 'utt84766')
('utt49731', 'utt49734')
('utt3513', 'utt3515')
('utt4814', 'utt4820')
('utt71968', 'utt71970')
('utt104327', 'utt104328')
('utt76787', 'utt76793')
('utt34142', 'utt34146')
('utt61277', 'utt61284')
('utt68100', 'utt68103')
('utt23022', 'utt23026')
('utt28567', 'utt28568')
('utt20701', 'utt20707')
('utt100104', 'utt100105')
('utt52516', 'utt52519')
('utt91217', 'utt91218')
('utt100516', 'utt100518')
('utt138769', 'utt138774')
('utt80339', 'utt80340')
('utt138125', 'utt138127')
('utt52940', 'utt52945')
('utt17256', 'utt17258')
('utt60223', 'utt60227')
('utt7176', 'utt7180')
('utt7299', 'utt7302')
('utt74932', 'utt74933')
('utt37591', 'utt37595')
('utt139705', 'utt139708')
('utt39153', 'utt39156')
('utt136730', 'utt136735')
('utt142793', 'utt142799')
('utt60158', 'utt60162')
('utt28569', 'utt28571')
('utt84277', 'utt84283')
('utt4539', 'utt4540')
('utt146247', 'utt146251')
('utt82763', 'utt82771')
('utt35483', 'utt35485')
('utt4164', 'utt4165')
('utt82929', 'utt82932')
('utt140932', 'utt140934')
('utt99407', 'utt99410')
('utt107263', 'utt107270')
('utt146921', 'utt146923')
('utt26222', 'utt26224')
('utt151927', 'utt151929')
('utt23415', 'utt23418')
('utt92163', 'utt92164')
('utt149747', 'utt149750')
('utt18645', 'utt18651')
('utt30119', 'utt30120')
('utt102875', 'utt102877')
('utt4163', 'utt4165')
('utt60497', 'utt60498')
('utt140450', 'utt140452')
('utt39796', 'utt39799')
('utt79868', 'utt79874')
('utt143388', 'utt143393')
('utt26655', 'utt26660')
('utt51738', 'utt51740')
('utt10711', 'utt10716')
('utt99928', 'utt99929')
('utt127637', 'utt127639')
('utt19033', 'utt19035')
('utt87740', 'utt87742')
('utt53153', 'utt53155')
('utt17260', 'utt17262')
('utt127384', 'utt127389')
('utt80892', 'utt80895')
('utt72736', 'utt72737')
('utt14639', 'utt14644')
('utt16173', 'utt16175')
('utt28178', 'utt28182')
('utt44768', 'utt44776')
('utt87093', 'utt87099')
('utt5221', 'utt5225')
('utt59665', 'utt59672')
('utt101382', 'utt101387')
('utt117204', 'utt117207')
('utt153169', 'utt153171')
('utt65536', 'utt65539')
('utt146684', 'utt146686')
('utt85330', 'utt85334')
('utt71848', 'utt71852')
('utt22176', 'utt22182')
('utt81967', 'utt81973')
('utt23812', 'utt23813')
('utt59841', 'utt59843')
('utt70812', 'utt70818')
('utt12504', 'utt12506')
('utt114691', 'utt114694')
('utt126928', 'utt126935')
('utt46609', 'utt46617')
('utt99408', 'utt99412')
('utt142355', 'utt142358')
('utt19233', 'utt19238')
('utt4266', 'utt4267')
('utt84959', 'utt84964')
('utt63542', 'utt63547')
('utt50105', 'utt50111')
('utt29049', 'utt29051')
('utt146244', 'utt146253')
('utt73215', 'utt73216')
('utt95464', 'utt95470')
('utt142185', 'utt142187')
('utt151315', 'utt151317')
('utt19438', 'utt19442')
('utt135709', 'utt135716')
('utt89255', 'utt89256')
('utt13116', 'utt13118')
('utt33359', 'utt33365')
('utt27723', 'utt27724')
('utt146612', 'utt146613')
('utt142843', 'utt142848')
('utt40630', 'utt40634')
('utt101389', 'utt101391')
('utt113287', 'utt113291')
('utt138304', 'utt138311')
('utt99294', 'utt99299')
('utt78693', 'utt78695')
('utt144439', 'utt144441')
('utt99848', 'utt99855')
('utt88145', 'utt88152')
('utt98207', 'utt98208')
('utt86538', 'utt86541')
('utt128817', 'utt128818')
('utt80893', 'utt80899')
('utt28285', 'utt28287')
('utt26792', 'utt26797')
('utt149520', 'utt149523')
('utt147876', 'utt147878')
('utt146383', 'utt146384')
('utt98506', 'utt98508')
('utt146381', 'utt146386')
('utt95414', 'utt95420')
('utt136463', 'utt136466')
('utt106729', 'utt106731')
('utt115675', 'utt115680')
('utt80446', 'utt80449')
('utt23894', 'utt23895')
('utt33946', 'utt33948')
('utt48014', 'utt48019')
('utt92044', 'utt92051')
('utt112039', 'utt112043')
('utt9952', 'utt9959')
('utt63547', 'utt63548')
('utt46662', 'utt46666')
('utt89190', 'utt89191')
('utt91215', 'utt91218')
('utt55701', 'utt55703')
('utt26482', 'utt26487')
('utt126830', 'utt126832')
('utt103203', 'utt103210')
('utt83789', 'utt83790')
('utt132681', 'utt132683')
('utt118985', 'utt118990')
('utt146381', 'utt146384')
('utt82928', 'utt82931')
('utt59272', 'utt59278')
('utt15696', 'utt15697')
('utt129627', 'utt129629')
('utt42804', 'utt42805')
('utt100764', 'utt100769')
('utt75497', 'utt75502')
('utt35878', 'utt35883')
('utt96883', 'utt96885')
('utt25454', 'utt25461')
('utt17898', 'utt17901')
('utt114840', 'utt114842')
('utt44929', 'utt44934')
('utt34490', 'utt34491')
('utt115925', 'utt115929')
('utt117007', 'utt117009')
('utt3369', 'utt3370')
('utt73370', 'utt73375')
('utt79916', 'utt79924')
('utt56908', 'utt56915')
('utt70812', 'utt70817')
('utt109210', 'utt109212')
('utt100575', 'utt100583')
('utt21089', 'utt21090')
('utt124775', 'utt124776')
('utt27940', 'utt27947')
('utt50103', 'utt50104')
('utt65981', 'utt65983')
('utt121097', 'utt121102')
('utt31600', 'utt31608')
('utt146125', 'utt146130')
('utt120205', 'utt120206')
('utt30754', 'utt30757')
('utt104401', 'utt104410')
('utt65978', 'utt65982')
('utt84063', 'utt84068')
('utt151316', 'utt151319')
('utt49378', 'utt49381')
('utt140542', 'utt140546')
('utt59669', 'utt59673')
('utt6850', 'utt6855')
('utt139343', 'utt139346')
('utt140089', 'utt140091')
('utt44324', 'utt44326')
('utt84060', 'utt84063')
('utt102129', 'utt102134')
('utt151991', 'utt151994')
('utt29642', 'utt29646')
('utt50448', 'utt50454')
('utt99409', 'utt99410')
('utt125981', 'utt125988')
('utt111948', 'utt111952')
('utt19123', 'utt19128')
('utt143242', 'utt143243')
('utt111947', 'utt111952')
('utt96599', 'utt96600')
('utt83395', 'utt83397')
('utt63604', 'utt63612')
('utt24785', 'utt24788')
('utt104540', 'utt104542')
('utt61282', 'utt61283')
('utt39795', 'utt39803')
('utt35086', 'utt35092')
('utt54008', 'utt54011')
('utt140240', 'utt140243')
('utt67845', 'utt67849')
('utt102287', 'utt102289')
('utt78023', 'utt78024')
('utt127380', 'utt127382')
('utt10398', 'utt10399')
('utt8988', 'utt8993')
('utt80059', 'utt80060')
('utt136468', 'utt136471')
('utt61812', 'utt61816')
('utt101089', 'utt101091')
('utt68866', 'utt68870')
('utt10296', 'utt10301')
('utt101277', 'utt101279')
('utt42798', 'utt42804')
('utt54628', 'utt54629')
('utt44486', 'utt44490')
('utt142260', 'utt142269')
('utt21187', 'utt21194')
('utt97479', 'utt97481')
('utt71449', 'utt71453')
('utt72735', 'utt72736')
('utt14265', 'utt14272')
('utt37216', 'utt37217')
('utt22542', 'utt22545')
('utt20528', 'utt20531')
('utt27426', 'utt27433')
('utt55029', 'utt55030')
('utt147577', 'utt147584')
('utt8332', 'utt8338')
('utt35275', 'utt35280')
('utt119073', 'utt119076')
('utt36310', 'utt36317')
('utt8051', 'utt8054')
('utt35092', 'utt35094')
('utt116581', 'utt116582')
('utt45842', 'utt45843')
('utt33448', 'utt33450')
('utt18734', 'utt18736')
('utt18256', 'utt18257')
('utt7453', 'utt7458')
('utt80446', 'utt80450')
('utt54737', 'utt54740')
('utt65110', 'utt65114')
('utt45146', 'utt45149')
('utt93322', 'utt93325')
('utt28002', 'utt28010')
('utt128013', 'utt128017')
('utt59849', 'utt59850')
('utt22389', 'utt22396')
('utt7057', 'utt7063')
('utt78258', 'utt78265')
('utt73061', 'utt73066')
('utt109468', 'utt109473')
('utt78069', 'utt78071')
('utt14267', 'utt14269')
('utt124877', 'utt124885')
('utt27093', 'utt27098')
('utt135319', 'utt135324')
('utt116648', 'utt116652')
('utt57307', 'utt57311')
('utt75708', 'utt75712')
('utt106830', 'utt106836')
('utt24451', 'utt24452')
('utt8822', 'utt8827')
('utt88279', 'utt88283')
('utt69823', 'utt69824')
('utt129543', 'utt129547')
('utt21929', 'utt21932')
('utt13759', 'utt13762')
('utt41644', 'utt41647')
('utt113831', 'utt113840')
('utt134869', 'utt134875')
('utt9456', 'utt9458')
('utt40027', 'utt40029')
('utt74933', 'utt74936')
('utt57492', 'utt57496')
('utt143468', 'utt143477')
('utt12064', 'utt12069')
('utt50202', 'utt50204')
('utt63801', 'utt63806')
('utt66789', 'utt66793')
('utt51737', 'utt51738')
('utt113012', 'utt113014')
('utt34417', 'utt34419')
('utt43239', 'utt43246')
('utt16291', 'utt16292')
('utt47939', 'utt47940')
('utt72488', 'utt72491')
('utt149741', 'utt149750')
('utt125615', 'utt125616')
('utt23269', 'utt23270')
('utt55704', 'utt55708')
('utt73443', 'utt73446')
('utt35879', 'utt35884')
('utt104958', 'utt104964')
('utt27645', 'utt27649')
('utt102195', 'utt102199')
('utt117113', 'utt117114')
('utt59844', 'utt59850')
('utt106727', 'utt106731')
('utt32141', 'utt32145')
('utt37452', 'utt37453')
('utt84276', 'utt84279')
('utt92045', 'utt92048')
('utt51734', 'utt51740')
('utt61688', 'utt61696')
('utt32423', 'utt32428')
('utt40255', 'utt40260')
('utt24453', 'utt24455')
('utt139898', 'utt139905')
('utt146810', 'utt146817')
('utt74588', 'utt74589')
('utt115933', 'utt115934')
('utt87733', 'utt87736')
('utt55898', 'utt55900')
('utt112707', 'utt112711')
('utt59843', 'utt59848')
('utt92046', 'utt92048')
('utt13987', 'utt13988')
('utt12202', 'utt12205')
('utt87043', 'utt87046')
('utt118913', 'utt118916')
('utt21294', 'utt21301')
('utt75266', 'utt75273')
('utt110944', 'utt110946')
('utt71688', 'utt71690')
('utt103541', 'utt103548')
('utt4086', 'utt4088')
('utt67179', 'utt67183')
('utt13987', 'utt13994')
('utt56517', 'utt56522')
('utt124771', 'utt124777')
('utt110262', 'utt110265')
('utt15645', 'utt15649')
('utt41950', 'utt41957')
('utt131620', 'utt131621')
('utt96929', 'utt96933')
('utt82711', 'utt82719')
('utt32144', 'utt32145')
('utt45245', 'utt45253')
('utt16599', 'utt16603')
('utt87541', 'utt87543')
('utt103590', 'utt103591')
('utt90589', 'utt90597')
('utt47939', 'utt47941')
('utt6373', 'utt6374')
('utt76267', 'utt76268')
('utt2791', 'utt2794')
('utt55298', 'utt55306')
('utt59665', 'utt59673')
('utt36154', 'utt36156')
('utt103539', 'utt103543')
('utt45343', 'utt45344')
('utt54881', 'utt54889')
('utt85273', 'utt85275')
('utt118290', 'utt118293')
('utt128557', 'utt128559')
('utt85785', 'utt85788')
('utt21642', 'utt21644')
('utt127957', 'utt127962')
('utt124141', 'utt124145')
('utt69181', 'utt69182')
('utt72298', 'utt72299')
('utt61278', 'utt61283')
('utt7775', 'utt7779')
('utt17395', 'utt17398')
('utt56131', 'utt56136')
('utt35356', 'utt35357')
('utt116890', 'utt116893')
('utt69938', 'utt69945')
('utt122595', 'utt122596')
('utt35526', 'utt35534')
('utt151656', 'utt151661')
('utt33232', 'utt33236')
('utt99357', 'utt99362')
('utt51957', 'utt51961')
('utt111000', 'utt111005')
('utt53218', 'utt53224')
('utt118385', 'utt118390')
('utt138534', 'utt138540')
('utt30490', 'utt30494')
('utt20875', 'utt20883')
('utt98997', 'utt99002')
('utt117203', 'utt117209')
('utt70190', 'utt70196')
('utt97063', 'utt97064')
('utt9735', 'utt9736')
('utt130172', 'utt130179')
('utt7056', 'utt7057')
('utt152546', 'utt152551')
('utt56137', 'utt56138')
('utt111104', 'utt111110')
('utt4086', 'utt4087')
('utt152961', 'utt152968')
('utt30935', 'utt30938')
('utt42414', 'utt42418')
('utt41842', 'utt41846')
('utt80057', 'utt80064')
('utt125381', 'utt125387')
('utt41952', 'utt41954')
('utt19293', 'utt19294')
('utt68037', 'utt68040')
('utt107143', 'utt107148')
('utt83540', 'utt83542')
('utt17503', 'utt17511')
('utt22808', 'utt22809')
('utt79586', 'utt79590')
('utt113920', 'utt113923')
('utt131515', 'utt131518')
('utt92739', 'utt92740')
('utt38052', 'utt38053')
('utt44930', 'utt44936')
('utt130713', 'utt130716')
('utt21089', 'utt21096')
('utt34142', 'utt34147')
('utt34092', 'utt34095')
('utt81690', 'utt81691')
('utt94743', 'utt94749')
('utt78851', 'utt78857')
('utt98377', 'utt98381')
('utt40254', 'utt40261')
('utt56450', 'utt56451')
('utt674', 'utt678')
('utt63799', 'utt63806')
('utt100579', 'utt100580')
('utt147681', 'utt147686')
('utt43476', 'utt43479')
('utt124883', 'utt124884')
('utt130083', 'utt130085')
('utt140450', 'utt140453')
('utt72042', 'utt72043')
('utt29364', 'utt29370')
('utt112768', 'utt112771')
('utt39367', 'utt39369')
('utt10189', 'utt10191')
('utt46279', 'utt46285')
('utt48559', 'utt48563')
('utt14693', 'utt14694')
('utt72297', 'utt72299')
('utt60396', 'utt60398')
('utt106834', 'utt106835')
('utt68865', 'utt68867')
('utt75713', 'utt75714')
('utt101782', 'utt101784')
('utt22261', 'utt22262')
('utt129542', 'utt129548')
('utt12421', 'utt12423')
('utt120572', 'utt120575')
('utt107925', 'utt107926')
('utt64521', 'utt64524')
('utt2121', 'utt2128')
('utt52592', 'utt52593')
('utt66485', 'utt66486')
('utt58405', 'utt58406')
('utt74675', 'utt74677')
('utt68868', 'utt68872')
('utt57637', 'utt57641')
('utt5138', 'utt5143')
('utt147680', 'utt147687')
('utt59203', 'utt59207')
('utt138006', 'utt138010')
('utt4821', 'utt4822')
('utt78624', 'utt78625')
('utt137011', 'utt137012')
('utt24640', 'utt24648')
('utt131063', 'utt131064')
('utt114631', 'utt114634')
('utt126149', 'utt126155')
('utt67112', 'utt67117')
('utt135256', 'utt135261')
('utt38430', 'utt38431')
('utt117668', 'utt117676')
('utt153455', 'utt153461')
('utt38761', 'utt38768')
('utt57305', 'utt57311')
('utt22872', 'utt22879')
('utt152133', 'utt152137')
('utt101089', 'utt101097')
('utt61433', 'utt61437')
('utt16247', 'utt16249')
('utt126411', 'utt126413')
('utt136469', 'utt136470')
('utt146528', 'utt146529')
('utt103206', 'utt103209')
('utt10396', 'utt10398')
('utt12349', 'utt12352')
('utt59668', 'utt59674')
('utt22734', 'utt22736')
('utt39893', 'utt39898')
('utt60494', 'utt60497')
('utt140024', 'utt140030')
('utt48980', 'utt48984')
('utt4408', 'utt4409')
('utt87097', 'utt87101')
('utt39586', 'utt39587')
('utt18646', 'utt18651')
('utt131810', 'utt131811')
('utt19121', 'utt19125')
('utt89594', 'utt89595')
('utt63797', 'utt63798')
('utt20976', 'utt20980')
('utt61123', 'utt61126')
('utt31546', 'utt31549')
('utt28909', 'utt28915')
('utt67340', 'utt67345')
('utt77530', 'utt77535')
('utt4539', 'utt4546')
('utt82712', 'utt82717')
('utt22181', 'utt22183')
('utt69181', 'utt69183')
('utt71184', 'utt71187')
('utt134806', 'utt134807')
('utt105685', 'utt105692')
('utt24644', 'utt24646')
('utt136629', 'utt136633')
('utt68677', 'utt68681')
('utt119073', 'utt119075')
('utt44625', 'utt44627')
('utt2792', 'utt2796')
('utt114572', 'utt114579')
('utt100765', 'utt100771')
('utt18186', 'utt18190')
('utt145891', 'utt145892')
('utt94687', 'utt94689')
('utt7935', 'utt7941')
('utt23590', 'utt23592')
('utt120204', 'utt120208')
('utt148422', 'utt148424')
('utt64622', 'utt64624')
('utt130082', 'utt130084')
('utt1446', 'utt1455')
('utt133267', 'utt133274')
('utt38692', 'utt38693')
('utt55704', 'utt55706')
('utt382', 'utt385')
('utt87964', 'utt87971')
('utt146124', 'utt146125')
('utt34143', 'utt34147')
('utt105569', 'utt105572')
('utt128991', 'utt128993')
('utt32717', 'utt32720')
('utt149276', 'utt149280')
('utt95213', 'utt95215')
('utt49518', 'utt49522')
('utt121099', 'utt121101')
('utt31032', 'utt31034')
('utt8527', 'utt8534')
('utt151661', 'utt151663')
('utt89540', 'utt89543')
('utt141334', 'utt141337')
('utt89928', 'utt89932')
('utt143146', 'utt143147')
('utt100764', 'utt100767')
('utt141619', 'utt141620')
('utt66570', 'utt66577')
('utt121899', 'utt121901')
('utt78899', 'utt78901')
('utt81573', 'utt81574')
('utt72044', 'utt72049')
('utt46558', 'utt46564')
('utt59974', 'utt59979')
('utt101040', 'utt101046')
('utt116205', 'utt116209')
('utt86789', 'utt86790')
('utt37214', 'utt37217')
('utt48443', 'utt48445')
('utt58911', 'utt58915')
('utt36044', 'utt36048')
('utt106973', 'utt106974')
('utt56909', 'utt56911')
('utt91856', 'utt91860')
('utt97811', 'utt97813')
('utt28290', 'utt28294')
('utt97359', 'utt97361')
('utt66887', 'utt66888')
('utt63941', 'utt63943')
('utt33229', 'utt33233')
('utt31547', 'utt31549')
('utt125004', 'utt125005')
('utt85934', 'utt85941')
('utt41646', 'utt41647')
('utt99513', 'utt99515')
('utt34189', 'utt34191')
('utt90068', 'utt90073')
('utt124307', 'utt124313')
('utt25105', 'utt25113')
('utt136630', 'utt136634')
('utt77784', 'utt77789')
('utt64623', 'utt64626')
('utt129544', 'utt129547')
('utt134354', 'utt134357')
('utt27285', 'utt27287')
('utt136279', 'utt136282')
('utt138006', 'utt138011')
('utt27431', 'utt27434')
('utt135707', 'utt135711')
('utt91399', 'utt91401')
('utt144253', 'utt144254')
('utt107390', 'utt107393')
('utt46369', 'utt46374')
('utt2200', 'utt2206')
('utt138009', 'utt138012')
('utt142844', 'utt142849')
('utt92796', 'utt92799')
('utt23887', 'utt23893')
('utt65793', 'utt65798')
('utt49378', 'utt49382')
('utt133174', 'utt133175')
('utt75267', 'utt75269')
('utt68242', 'utt68244')
('utt150096', 'utt150099')
('utt127955', 'utt127959')
('utt16469', 'utt16470')
('utt128276', 'utt128278')
('utt100936', 'utt100940')
('utt131357', 'utt131359')
('utt66571', 'utt66576')
('utt37593', 'utt37597')
('utt99193', 'utt99199')
('utt96882', 'utt96883')
('utt16467', 'utt16469')
('utt103044', 'utt103049')
('utt70072', 'utt70075')
('utt32791', 'utt32795')
('utt109672', 'utt109677')
('utt143394', 'utt143397')
('utt101907', 'utt101912')
('utt12353', 'utt12356')
('utt26346', 'utt26350')
('utt14832', 'utt14836')
('utt125152', 'utt125155')
('utt127821', 'utt127826')
('utt4674', 'utt4678')
('utt25353', 'utt25356')
('utt47780', 'utt47784')
('utt18787', 'utt18791')
('utt21642', 'utt21650')
('utt103589', 'utt103590')
('utt40183', 'utt40187')
('utt39262', 'utt39265')
('utt87265', 'utt87273')
('utt30753', 'utt30757')
('utt104616', 'utt104622')
('utt121362', 'utt121365')
('utt128553', 'utt128559')
('utt133825', 'utt133831')
('utt124531', 'utt124538')
('utt69180', 'utt69183')
('utt103591', 'utt103596')
('utt81165', 'utt81166')
('utt7240', 'utt7241')
('utt67182', 'utt67184')
('utt5224', 'utt5226')
('utt59493', 'utt59496')
('utt6038', 'utt6047')
('utt41500', 'utt41507')
('utt128554', 'utt128559')
('utt5', 'utt8')
('utt86785', 'utt86791')
('utt39890', 'utt39894')
('utt146917', 'utt146918')
('utt47165', 'utt47167')
('utt59325', 'utt59328')
('utt105348', 'utt105351')
('utt31884', 'utt31885')
('utt69820', 'utt69825')
('utt35880', 'utt35882')
('utt50869', 'utt50874')
('utt50448', 'utt50449')
('utt16970', 'utt16973')
('utt131695', 'utt131701')
('utt72484', 'utt72490')
('utt91213', 'utt91214')
('utt139896', 'utt139900')
('utt148886', 'utt148891')
('utt49727', 'utt49731')
('utt58913', 'utt58915')
('utt130171', 'utt130177')
('utt69467', 'utt69472')
('utt74524', 'utt74530')
('utt41643', 'utt41650')
('utt21556', 'utt21558')
('utt120077', 'utt120083')
('utt144257', 'utt144260')
('utt84278', 'utt84283')
('utt22635', 'utt22641')
('utt89250', 'utt89253')
('utt26481', 'utt26489')
('utt37018', 'utt37019')
('utt19229', 'utt19237')
('utt10891', 'utt10894')
('utt97429', 'utt97430')
('utt80509', 'utt80510')
('utt101636', 'utt101637')
('utt135105', 'utt135106')
('utt131813', 'utt131817')
('utt137370', 'utt137373')
('utt131810', 'utt131813')
('utt111103', 'utt111111')
('utt62886', 'utt62894')
('utt106831', 'utt106834')
('utt128280', 'utt128283')
('utt74003', 'utt74008')
('utt87453', 'utt87454')
('utt96887', 'utt96888')
('utt46947', 'utt46951')
('utt139896', 'utt139899')
('utt143733', 'utt143736')
('utt49894', 'utt49895')
('utt42263', 'utt42264')
('utt132855', 'utt132861')
('utt89193', 'utt89196')
('utt71230', 'utt71239')
('utt130716', 'utt130718')
('utt6182', 'utt6189')
('utt109398', 'utt109403')
('utt31136', 'utt31137')
('utt22876', 'utt22879')
('utt87858', 'utt87867')
('utt32037', 'utt32042')
('utt133070', 'utt133071')
('utt16299', 'utt16300')
('utt10183', 'utt10188')
('utt41951', 'utt41953')
('utt77780', 'utt77783')
('utt61816', 'utt61821')
('utt14638', 'utt14641')
('utt51785', 'utt51791')
('utt89440', 'utt89442')
('utt56797', 'utt56799')
('utt147108', 'utt147110')
('utt80510', 'utt80515')
('utt103204', 'utt103206')
('utt118290', 'utt118298')
('utt73212', 'utt73216')
('utt27362', 'utt27363')
('utt143738', 'utt143739')
('utt133827', 'utt133831')
('utt4670', 'utt4673')
('utt54111', 'utt54118')
('utt90268', 'utt90272')
('utt10892', 'utt10897')
('utt49186', 'utt49191')
('utt43245', 'utt43246')
('utt78851', 'utt78855')
('utt110811', 'utt110812')
('utt36151', 'utt36156')
('utt46661', 'utt46666')
('utt20768', 'utt20770')
('utt14635', 'utt14637')
('utt14641', 'utt14643')
('utt138767', 'utt138773')
('utt13809', 'utt13811')
('utt43814', 'utt43817')
('utt6187', 'utt6189')
('utt38762', 'utt38766')
('utt71231', 'utt71233')
('utt120416', 'utt120422')
('utt63699', 'utt63706')
('utt44482', 'utt44488')
('utt74343', 'utt74351')
('utt61122', 'utt61123')
('utt67541', 'utt67547')
('utt150395', 'utt150396')
('utt77070', 'utt77074')
('utt42565', 'utt42566')
('utt17255', 'utt17264')
('utt150093', 'utt150101')
('utt114987', 'utt114988')
('utt47941', 'utt47942')
