('utt121636', 'utt47785')
('utt72149', 'utt138541')
('utt35090', 'utt140030')
('utt123821', 'utt44771')
('utt117004', 'utt60289')
('utt140242', 'utt144002')
('utt72743', 'utt50704')
('utt6043', 'utt83110')
('utt95981', 'utt37064')
('utt69183', 'utt82199')
('utt82582', 'utt59845')
('utt41752', 'utt75713')
('utt58581', 'utt29955')
('utt81263', 'utt4405')
('utt73372', 'utt51961')
('utt45842', 'utt99801')
('utt78901', 'utt58808')
('utt56803', 'utt73063')
('utt62504', 'utt99359')
('utt122500', 'utt67180')
('utt63542', 'utt93401')
('utt17907', 'utt92598')
('utt78897', 'utt12504')
('utt30438', 'utt1390')
('utt147001', 'utt125618')
('utt141331', 'utt129053')
('utt4972', 'utt105347')
('utt38688', 'utt125558')
('utt87734', 'utt61977')
('utt27731', 'utt37064')
('utt7935', 'utt16714')
('utt106885', 'utt44830')
('utt116091', 'utt123149')
('utt34284', 'utt86541')
('utt86040', 'utt55768')
('utt26076', 'utt103980')
('utt143234', 'utt90272')
('utt38690', 'utt63613')
('utt77323', 'utt14068')
('utt77324', 'utt37591')
('utt8819', 'utt141387')
('utt114990', 'utt83545')
('utt67338', 'utt57641')
('utt55895', 'utt137319')
('utt107146', 'utt83179')
('utt4911', 'utt25593')
('utt23265', 'utt81859')
('utt22944', 'utt61180')
('utt142849', 'utt67248')
('utt147935', 'utt149653')
('utt78069', 'utt126661')
('utt110127', 'utt41408')
('utt150094', 'utt61982')
('utt78070', 'utt79314')
('utt67844', 'utt146814')
('utt136854', 'utt132689')
('utt46288', 'utt125382')
('utt22810', 'utt28115')
('utt80335', 'utt89590')
('utt25199', 'utt30181')
('utt87047', 'utt143996')
('utt68577', 'utt118010')
('utt72735', 'utt97562')
('utt117001', 'utt3427')
('utt61982', 'utt47938')
('utt83017', 'utt69606')
('utt9198', 'utt78258')
('utt76265', 'utt99930')
('utt126268', 'utt6585')
('utt4270', 'utt29371')
('utt65532', 'utt115879')
('utt3366', 'utt142840')
('utt23812', 'utt97556')
('utt18513', 'utt49190')
('utt32666', 'utt87100')
('utt15651', 'utt34283')
('utt134812', 'utt113283')
('utt63806', 'utt34757')
('utt151657', 'utt27945')
('utt112646', 'utt135709')
('utt31766', 'utt492')
('utt55962', 'utt122602')
('utt142623', 'utt128077')
('utt35279', 'utt45146')
('utt142437', 'utt87543')
('utt116205', 'utt110810')
('utt84962', 'utt118394')
('utt106314', 'utt99803')
('utt13687', 'utt116287')
('utt128743', 'utt48446')
('utt150316', 'utt13995')
('utt128471', 'utt108740')
('utt147298', 'utt111501')
('utt36049', 'utt73855')
('utt51483', 'utt102198')
('utt120211', 'utt79321')
('utt64399', 'utt27233')
('utt39586', 'utt19042')
('utt4546', 'utt73523')
('utt44258', 'utt99932')
('utt56794', 'utt25193')
('utt50452', 'utt91858')
('utt86789', 'utt86269')
('utt105348', 'utt21973')
('utt4815', 'utt18917')
('utt131901', 'utt8654')
('utt103904', 'utt30490')
('utt60294', 'utt57590')
('utt68518', 'utt147682')
('utt110943', 'utt25358')
('utt97307', 'utt44327')
('utt104964', 'utt107922')
('utt47338', 'utt18510')
('utt3297', 'utt16467')
('utt99514', 'utt57753')
('utt74843', 'utt142435')
('utt124540', 'utt4815')
('utt142799', 'utt86785')
('utt33760', 'utt12424')
('utt64630', 'utt39668')
('utt113098', 'utt102802')
('utt57586', 'utt56913')
('utt55300', 'utt72556')
('utt79967', 'utt39489')
('utt14637', 'utt126262')
('utt80446', 'utt55699')
('utt99629', 'utt40630')
('utt43480', 'utt130290')
('utt75781', 'utt72738')
('utt27942', 'utt36630')
('utt143393', 'utt109476')
('utt130713', 'utt122871')
('utt131284', 'utt35094')
('utt92592', 'utt12800')
('utt8827', 'utt92600')
('utt80444', 'utt35278')
('utt133710', 'utt147213')
('utt758', 'utt73211')
('utt78259', 'utt122706')
('utt146523', 'utt142798')
('utt138540', 'utt15523')
('utt80509', 'utt65926')
('utt92163', 'utt97432')
('utt42964', 'utt49381')
('utt15644', 'utt151712')
('utt107525', 'utt122707')
('utt73007', 'utt100513')
('utt146814', 'utt14390')
('utt42262', 'utt88653')
('utt23264', 'utt36792')
('utt68865', 'utt55256')
('utt116818', 'utt18786')
('utt73525', 'utt9735')
('utt28382', 'utt93712')
('utt88565', 'utt123820')
('utt74792', 'utt79867')
('utt97427', 'utt149171')
('utt20769', 'utt75268')
('utt136630', 'utt152207')
('utt40262', 'utt71690')
('utt80892', 'utt115931')
('utt125004', 'utt71780')
('utt46664', 'utt87460')
('utt73376', 'utt9100')
('utt94750', 'utt84964')
('utt137521', 'utt80334')
('utt28911', 'utt80450')
('utt134069', 'utt63611')
('utt1295', 'utt103977')
('utt39266', 'utt90268')
('utt66790', 'utt121362')
('utt87734', 'utt147300')
('utt54011', 'utt55036')
('utt70377', 'utt119073')
('utt41498', 'utt81164')
('utt120209', 'utt41953')
('utt88648', 'utt48784')
('utt95565', 'utt48857')
('utt72483', 'utt77921')
('utt41504', 'utt75379')
('utt12201', 'utt7062')
('utt68109', 'utt81974')
('utt44626', 'utt99003')
('utt100511', 'utt60582')
('utt78570', 'utt548')
('utt151931', 'utt18645')
('utt62502', 'utt67495')
('utt145455', 'utt127960')
('utt6850', 'utt44629')
('utt33296', 'utt54112')
('utt144378', 'utt30938')
('utt69188', 'utt145835')
('utt125156', 'utt60394')
('utt41129', 'utt757')
('utt13212', 'utt123145')
('utt101384', 'utt120566')
('utt97123', 'utt8526')
('utt37127', 'utt208')
('utt19438', 'utt73368')
('utt28461', 'utt10296')
('utt135544', 'utt72141')
('utt148422', 'utt38186')
('utt1240', 'utt73308')
('utt61184', 'utt81856')
('utt34281', 'utt123743')
('utt125107', 'utt38563')
('utt27094', 'utt136566')
('utt71905', 'utt117550')
('utt104051', 'utt105568')
('utt127068', 'utt45972')
('utt99851', 'utt123486')
('utt3369', 'utt13689')
('utt146612', 'utt53304')
('utt34489', 'utt64221')
('utt72049', 'utt110811')
('utt18311', 'utt78068')
('utt75571', 'utt110266')
('utt138868', 'utt19297')
('utt23588', 'utt71454')
('utt18793', 'utt16970')
('utt112775', 'utt139613')
('utt126067', 'utt71967')
('utt38513', 'utt33528')
('utt128681', 'utt98210')
('utt63165', 'utt32716')
('utt3427', 'utt96369')
('utt3710', 'utt14067')
('utt26083', 'utt11011')
('utt126830', 'utt146679')
('utt70385', 'utt118053')
('utt140239', 'utt145216')
('utt68245', 'utt71905')
('utt45557', 'utt56644')
('utt40088', 'utt141199')
('utt129052', 'utt134355')
('utt43811', 'utt153456')
('utt4165', 'utt98005')
('utt97367', 'utt122501')
('utt17687', 'utt118059')
('utt137738', 'utt114577')
('utt19939', 'utt133272')
('utt52673', 'utt129146')
('utt98008', 'utt17687')
('utt140549', 'utt100937')
('utt40499', 'utt83013')
('utt123584', 'utt136733')
('utt19722', 'utt66324')
('utt380', 'utt81690')
('utt128993', 'utt140391')
('utt57052', 'utt9098')
('utt58908', 'utt39156')
('utt73581', 'utt114571')
('utt66484', 'utt57304')
('utt86727', 'utt6728')
('utt8527', 'utt144255')
('utt1706', 'utt19530')
('utt123262', 'utt73861')
('utt5287', 'utt116210')
('utt69051', 'utt81623')
('utt138307', 'utt34275')
('utt92164', 'utt66672')
('utt37018', 'utt77394')
('utt51733', 'utt111617')
('utt90589', 'utt86314')
('utt20876', 'utt39149')
('utt41645', 'utt5224')
('utt92050', 'utt42798')
('utt9202', 'utt86038')
('utt145834', 'utt15649')
('utt54011', 'utt16973')
('utt64397', 'utt51303')
('utt118916', 'utt136683')
('utt96474', 'utt116813')
('utt74847', 'utt59604')
('utt108623', 'utt130086')
('utt133706', 'utt35174')
('utt62983', 'utt87964')
('utt118172', 'utt97556')
('utt104810', 'utt82470')
('utt140093', 'utt68039')
('utt45610', 'utt141627')
('utt141626', 'utt98792')
('utt72047', 'utt76887')
('utt14779', 'utt89545')
('utt95422', 'utt53889')
('utt23417', 'utt104048')
('utt85940', 'utt31883')
('utt147584', 'utt131284')
('utt18915', 'utt120489')
('utt81327', 'utt107529')
('utt114842', 'utt69183')
('utt18577', 'utt138534')
('utt146436', 'utt4818')
('utt83', 'utt102194')
('utt66485', 'utt62446')
('utt124540', 'utt51302')
('utt19444', 'utt5287')
('utt115888', 'utt67436')
('utt102937', 'utt61819')
('utt71128', 'utt149223')
('utt24448', 'utt102939')
('utt74789', 'utt138539')
('utt96430', 'utt131406')
('utt72303', 'utt63060')
('utt125152', 'utt107584')
('utt152550', 'utt38119')
('utt118005', 'utt24790')
('utt83538', 'utt93506')
('utt33445', 'utt105353')
('utt69614', 'utt99200')
('utt11107', 'utt84279')
('utt92680', 'utt37526')
('utt106773', 'utt15298')
('utt59387', 'utt69822')
('utt117673', 'utt74349')
('utt25916', 'utt3296')
('utt77534', 'utt59205')
('utt73524', 'utt114454')
('utt31885', 'utt128171')
('utt142182', 'utt74527')
('utt21933', 'utt122132')
('utt146437', 'utt87454')
('utt106974', 'utt12067')
('utt119077', 'utt24784')
('utt29185', 'utt75498')
('utt65981', 'utt16806')
('utt58404', 'utt12351')
('utt54746', 'utt81330')
('utt130083', 'utt71907')
('utt24790', 'utt78203')
('utt84770', 'utt118054')
('utt93716', 'utt117204')
('utt102434', 'utt5220')
('utt134807', 'utt69824')
('utt35093', 'utt129268')
('utt97473', 'utt5220')
('utt86036', 'utt73309')
('utt120076', 'utt40634')
('utt140934', 'utt108819')
('utt83835', 'utt43817')
('utt92319', 'utt14480')
('utt66793', 'utt24787')
('utt3152', 'utt83112')
('utt61388', 'utt70381')
('utt114333', 'utt150394')
('utt93851', 'utt78973')
('utt65538', 'utt52773')
('utt16659', 'utt68680')
('utt121694', 'utt147405')
('utt21557', 'utt35484')
('utt9150', 'utt122503')
('utt134361', 'utt27427')
('utt83013', 'utt32428')
('utt31138', 'utt14837')
('utt114843', 'utt99148')
('utt116888', 'utt99358')
('utt25105', 'utt96364')
('utt117116', 'utt96755')
('utt51305', 'utt45611')
('utt127958', 'utt68776')
('utt25870', 'utt150101')
('utt77323', 'utt78848')
('utt95335', 'utt40087')
('utt112650', 'utt112712')
('utt74596', 'utt90590')
('utt24563', 'utt35176')
('utt66890', 'utt83395')
('utt39588', 'utt96932')
('utt64516', 'utt26346')
('utt142845', 'utt145213')
('utt87672', 'utt104407')
('utt20637', 'utt92681')
('utt146613', 'utt80056')
('utt150733', 'utt106979')
('utt48563', 'utt85791')
('utt124771', 'utt67548')
('utt66795', 'utt7509')
('utt8338', 'utt126417')
('utt149474', 'utt103050')
('utt112703', 'utt58034')
('utt141940', 'utt122698')
('utt13500', 'utt83474')
('utt111896', 'utt60759')
('utt65986', 'utt45244')
('utt96933', 'utt74675')
('utt150775', 'utt96473')
('utt88571', 'utt14932')
('utt71850', 'utt76061')
('utt100105', 'utt72635')
('utt4086', 'utt131363')
('utt61813', 'utt118054')
('utt87736', 'utt45551')
('utt128284', 'utt130537')
('utt140726', 'utt30494')
('utt24789', 'utt109675')
('utt128175', 'utt106838')
('utt103046', 'utt71127')
('utt95213', 'utt20251')
('utt87272', 'utt24644')
('utt80154', 'utt105347')
('utt63545', 'utt24972')
('utt116290', 'utt46515')
('utt55257', 'utt148425')
('utt83789', 'utt137310')
('utt12802', 'utt56332')
('utt100767', 'utt61125')
('utt60163', 'utt44770')
('utt90597', 'utt56324')
('utt63544', 'utt50977')
('utt4821', 'utt131900')
('utt80663', 'utt31765')
('utt73712', 'utt40093')
('utt70379', 'utt40180')
('utt14636', 'utt125980')
('utt60228', 'utt54363')
('utt72252', 'utt105843')
('utt926', 'utt64218')
('utt71781', 'utt120077')
('utt139609', 'utt138534')
('utt30006', 'utt1387')
('utt52818', 'utt52777')
('utt89435', 'utt68782')
('utt79973', 'utt30117')
('utt14483', 'utt71964')
('utt153373', 'utt22544')
('utt87972', 'utt13988')
('utt57591', 'utt150779')
('utt20982', 'utt15089')
('utt150778', 'utt60166')
('utt105057', 'utt45144')
('utt38050', 'utt115208')
('utt89254', 'utt89438')
('utt132100', 'utt85791')
('utt127962', 'utt22397')
('utt152202', 'utt55708')
('utt8828', 'utt147579')
('utt63171', 'utt26221')
('utt26082', 'utt44260')
('utt152708', 'utt19938')
('utt44485', 'utt70384')
('utt19534', 'utt32372')
('utt58809', 'utt71231')
('utt37855', 'utt124532')
('utt134587', 'utt27860')
('utt83242', 'utt17392')
('utt83306', 'utt14832')
('utt72630', 'utt60750')
('utt73307', 'utt110547')
('utt128675', 'utt33292')
('utt51483', 'utt47336')
('utt32425', 'utt122504')
('utt116490', 'utt860')
('utt87733', 'utt56327')
('utt8161', 'utt130974')
('utt7778', 'utt106838')
('utt73307', 'utt153171')
('utt39797', 'utt19620')
('utt109213', 'utt113096')
('utt74839', 'utt57636')
('utt28009', 'utt109674')
('utt46610', 'utt65796')
('utt39584', 'utt18190')
('utt114630', 'utt62989')
('utt8529', 'utt12299')
('utt58407', 'utt111495')
('utt147400', 'utt42564')
('utt9957', 'utt33448')
('utt73209', 'utt116491')
('utt34275', 'utt32037')
('utt34418', 'utt101909')
('utt59278', 'utt95566')
('utt104533', 'utt21933')
('utt15146', 'utt128174')
('utt62889', 'utt19035')
('utt113097', 'utt101162')
('utt109468', 'utt40263')
('utt7937', 'utt22938')
('utt84285', 'utt131405')
('utt115879', 'utt140456')
('utt26660', 'utt41274')
('utt100515', 'utt91216')
('utt16804', 'utt74344')
('utt26221', 'utt99296')
('utt152841', 'utt34193')
('utt51491', 'utt66571')
('utt86316', 'utt106315')
('utt49726', 'utt57049')
('utt30756', 'utt31882')
('utt78852', 'utt4162')
('utt16720', 'utt15700')
('utt22940', 'utt137372')
('utt14934', 'utt107521')
('utt134944', 'utt37592')
('utt128077', 'utt56803')
('utt151071', 'utt121788')
('utt37060', 'utt60754')
('utt50106', 'utt117668')
('utt136560', 'utt77864')
('utt65983', 'utt96756')
('utt24789', 'utt57751')
('utt129215', 'utt95714')
('utt152843', 'utt41957')
('utt18306', 'utt31545')
('utt47666', 'utt122698')
('utt37349', 'utt129051')
('utt118918', 'utt145958')
('utt124081', 'utt102135')
('utt87736', 'utt66891')
('utt60161', 'utt125102')
('utt76272', 'utt135546')
('utt57639', 'utt15524')
('utt78397', 'utt92880')
('utt112174', 'utt70022')
('utt139899', 'utt19723')
('utt132101', 'utt100509')
('utt99004', 'utt55964')
('utt60396', 'utt1391')
('utt16372', 'utt131359')
('utt57048', 'utt37452')
('utt6381', 'utt150034')
('utt146529', 'utt10893')
('utt1708', 'utt92881')
('utt88572', 'utt132862')
('utt59600', 'utt121696')
('utt27014', 'utt61127')
('utt18508', 'utt16373')
('utt3996', 'utt78687')
('utt79873', 'utt142628')
('utt127382', 'utt37451')
('utt83543', 'utt141336')
('utt112176', 'utt56134')
('utt129628', 'utt18576')
('utt31033', 'utt17120')
('utt142180', 'utt28379')
('utt121694', 'utt149280')
('utt9102', 'utt152762')
('utt110266', 'utt107922')
('utt46514', 'utt120083')
('utt87272', 'utt97067')
('utt139344', 'utt61433')
('utt102197', 'utt3993')
('utt10185', 'utt31771')
('utt20252', 'utt136733')
('utt61389', 'utt110690')
('utt120421', 'utt74528')
('utt113477', 'utt61553')
('utt62596', 'utt25715')
('utt21649', 'utt32795')
('utt124205', 'utt67339')
('utt6858', 'utt65539')
('utt131401', 'utt111503')
('utt62499', 'utt74795')
('utt20975', 'utt61275')
('utt56521', 'utt21925')
('utt146616', 'utt143733')
('utt25870', 'utt142181')
('utt120210', 'utt16247')
('utt28909', 'utt34755')
('utt109216', 'utt76067')
('utt59600', 'utt120647')
('utt94752', 'utt3513')
('utt105568', 'utt55820')
('utt98794', 'utt138869')
('utt30492', 'utt22730')
('utt49938', 'utt20702')
('utt96371', 'utt91498')
('utt47085', 'utt8986')
('utt131511', 'utt67438')
('utt93711', 'utt93612')
('utt134587', 'utt3215')
('utt24357', 'utt98384')
('utt49730', 'utt41010')
('utt107146', 'utt82763')
('utt868', 'utt133270')
('utt81215', 'utt78967')
('utt59205', 'utt16806')
('utt29640', 'utt73368')
('utt50563', 'utt27006')
('utt29192', 'utt40499')
('utt78629', 'utt12352')
('utt9151', 'utt134072')
('utt125984', 'utt70819')
('utt67437', 'utt66103')
('utt77922', 'utt131064')
('utt9798', 'utt139237')
('utt56010', 'utt122307')
('utt97806', 'utt3507')
('utt18786', 'utt88653')
('utt71913', 'utt3795')
('utt101090', 'utt87863')
('utt152837', 'utt99293')
('utt118011', 'utt122707')
('utt93618', 'utt113539')
('utt66797', 'utt132099')
('utt78259', 'utt77011')
('utt92597', 'utt25362')
('utt96607', 'utt8658')
('utt128018', 'utt23896')
('utt153172', 'utt102748')
('utt135542', 'utt12430')
('utt86537', 'utt8157')
('utt141192', 'utt21185')
('utt31133', 'utt38516')
('utt34492', 'utt29048')
('utt83540', 'utt56519')
('utt10471', 'utt147001')
('utt51487', 'utt12204')
('utt68102', 'utt35482')
('utt149328', 'utt57055')
('utt138770', 'utt52675')
('utt132689', 'utt42804')
('utt63257', 'utt28571')
('utt29956', 'utt116097')
('utt136689', 'utt100938')
('utt8161', 'utt107760')
('utt21925', 'utt1708')
('utt125618', 'utt26078')
('utt42566', 'utt83543')
('utt116209', 'utt107146')
('utt123748', 'utt102809')
('utt78018', 'utt89190')
('utt90274', 'utt105917')
('utt120575', 'utt133617')
('utt57587', 'utt113013')
('utt24647', 'utt72632')
('utt66889', 'utt120496')
('utt59604', 'utt140448')
('utt58910', 'utt62090')
('utt98207', 'utt131287')
('utt18512', 'utt118385')
('utt147875', 'utt78688')
('utt76061', 'utt31136')
('utt3556', 'utt9951')
('utt115430', 'utt86314')
('utt88422', 'utt46515')
('utt87457', 'utt151324')
('utt98381', 'utt75707')
('utt51418', 'utt16606')
('utt42964', 'utt50700')
('utt143240', 'utt66483')
('utt128676', 'utt21556')
('utt131285', 'utt113478')
('utt134587', 'utt27366')
('utt83113', 'utt30178')
('utt15145', 'utt81575')
('utt25455', 'utt3559')
('utt7059', 'utt82053')
('utt12143', 'utt122307')
('utt84064', 'utt17907')
('utt105353', 'utt62210')
('utt16369', 'utt121893')
('utt94034', 'utt13205')
('utt24738', 'utt54746')
('utt85195', 'utt137316')
('utt41505', 'utt116350')
('utt39368', 'utt37346')
('utt4908', 'utt55301')
('utt58908', 'utt101281')
('utt13754', 'utt43243')
('utt123817', 'utt48443')
('utt39373', 'utt93403')
('utt106200', 'utt82391')
('utt149906', 'utt59498')
('utt101285', 'utt126833')
('utt2199', 'utt92159')
('utt62211', 'utt61557')
('utt13809', 'utt50452')
('utt49936', 'utt14480')
('utt32792', 'utt70075')
('utt38431', 'utt24355')
('utt32669', 'utt111207')
('utt41272', 'utt11231')
('utt25196', 'utt46089')
('utt117005', 'utt105571')
('utt86786', 'utt59493')
('utt3557', 'utt150180')
('utt15581', 'utt102195')
('utt99149', 'utt23896')
('utt127285', 'utt15646')
('utt87043', 'utt140868')
('utt102805', 'utt62986')
('utt4090', 'utt66487')
('utt26592', 'utt80336')
('utt137796', 'utt109212')
('utt106879', 'utt116756')
('utt126725', 'utt134359')
('utt57590', 'utt63052')
('utt46281', 'utt88844')
('utt88567', 'utt70191')
('utt107583', 'utt121783')
('utt73376', 'utt112170')
('utt100937', 'utt66975')
('utt77781', 'utt101161')
('utt59845', 'utt102293')
('utt45145', 'utt26592')
('utt131894', 'utt39585')
('utt33452', 'utt50201')
('utt118173', 'utt151208')
('utt92881', 'utt124202')
('utt96937', 'utt12501')
('utt9145', 'utt140542')
('utt104541', 'utt142436')
('utt33945', 'utt82201')
('utt110817', 'utt80513')
('utt152548', 'utt52669')
('utt59273', 'utt104404')
('utt22635', 'utt24558')
('utt129146', 'utt80787')
('utt117204', 'utt3153')
('utt118170', 'utt14830')
('utt138543', 'utt55897')
('utt13500', 'utt15298')
('utt95717', 'utt36048')
('utt131625', 'utt130296')
('utt4088', 'utt51415')
('utt1446', 'utt76142')
('utt58079', 'utt86534')
('utt73449', 'utt37119')
('utt32662', 'utt125102')
('utt55299', 'utt89251')
('utt135434', 'utt141199')
('utt45248', 'utt31139')
('utt109890', 'utt116751')
('utt58917', 'utt22392')
('utt129262', 'utt146918')
('utt82468', 'utt23412')
('utt131704', 'utt5222')
('utt104405', 'utt62500')
('utt39149', 'utt80275')
('utt39152', 'utt114634')
('utt134361', 'utt77178')
('utt84960', 'utt105061')
('utt11007', 'utt75387')
('utt103540', 'utt128079')
('utt3800', 'utt78259')
('utt7059', 'utt22549')
('utt67250', 'utt95033')
('utt120330', 'utt147583')
('utt58083', 'utt66969')
('utt31934', 'utt76595')
('utt69606', 'utt21345')
('utt71237', 'utt63610')
('utt8827', 'utt33852')
('utt87458', 'utt40498')
('utt95715', 'utt75569')
('utt101156', 'utt49656')
('utt40254', 'utt143471')
('utt32380', 'utt65532')
('utt37593', 'utt58077')
('utt106722', 'utt107530')
('utt131620', 'utt37060')
('utt106632', 'utt80661')
('utt92592', 'utt99799')
('utt126265', 'utt63947')
('utt105568', 'utt102752')
('utt122303', 'utt72048')
('utt53890', 'utt50207')
('utt52590', 'utt123813')
('utt93899', 'utt41955')
('utt36454', 'utt89254')
('utt3559', 'utt7182')
('utt151712', 'utt30436')
('utt6850', 'utt17264')
('utt8050', 'utt87264')
('utt131809', 'utt93501')
('utt117386', 'utt20706')
('utt58082', 'utt99520')
('utt78849', 'utt64853')
('utt132098', 'utt63053')
('utt63264', 'utt68515')
('utt36154', 'utt106156')
('utt70029', 'utt107263')
('utt140174', 'utt153460')
('utt151074', 'utt31132')
('utt95661', 'utt150391')
('utt82193', 'utt100940')
('utt146443', 'utt144256')
('utt38696', 'utt117550')
('utt22131', 'utt98381')
('utt131816', 'utt37067')
('utt30488', 'utt41850')
('utt49517', 'utt114914')
('utt73859', 'utt22397')
('utt125105', 'utt115210')
('utt132103', 'utt4165')
('utt129143', 'utt19716')
('utt28569', 'utt69050')
('utt42421', 'utt5137')
('utt49936', 'utt26661')
('utt66674', 'utt144376')
('utt13208', 'utt87964')
('utt32037', 'utt60495')
('utt107386', 'utt3148')
('utt86540', 'utt32792')
('utt126483', 'utt140093')
('utt20975', 'utt105919')
('utt53737', 'utt75186')
('utt49516', 'utt113473')
('utt112039', 'utt22174')
('utt110686', 'utt146614')
('utt102559', 'utt50975')
('utt120490', 'utt76138')
('utt89437', 'utt120336')
('utt39799', 'utt19036')
('utt129139', 'utt114987')
('utt44485', 'utt22436')
('utt104619', 'utt33365')
('utt132099', 'utt122597')
('utt142944', 'utt74839')
('utt151986', 'utt118004')
('utt126936', 'utt28574')
('utt143471', 'utt92746')
('utt19720', 'utt30826')
('utt22814', 'utt41127')
('utt90596', 'utt152137')
('utt83239', 'utt147510')
('utt53153', 'utt88650')
('utt137738', 'utt74345')
('utt83240', 'utt108749')
('utt3509', 'utt15573')
('utt13501', 'utt42264')
('utt117545', 'utt45559')
('utt84774', 'utt69188')
('utt98509', 'utt146684')
('utt62988', 'utt149520')
('utt37599', 'utt36152')
('utt136470', 'utt114910')
('utt149282', 'utt140390')
('utt128394', 'utt18791')
('utt38566', 'utt152703')
('utt56265', 'utt131067')
('utt104477', 'utt9960')
('utt59497', 'utt106311')
('utt80790', 'utt14488')
('utt47339', 'utt75075')
('utt76596', 'utt85706')
('utt74527', 'utt33450')
('utt23273', 'utt107524')
('utt76941', 'utt120643')
('utt14778', 'utt20704')
('utt60400', 'utt120491')
('utt69051', 'utt93220')
('utt63258', 'utt12426')
('utt11889', 'utt124769')
('utt15642', 'utt102640')
('utt57750', 'utt68239')
('utt99408', 'utt38186')
('utt45551', 'utt39369')
('utt13496', 'utt43473')
('utt20297', 'utt51731')
('utt55028', 'utt151714')
('utt85703', 'utt147824')
('utt137925', 'utt5288')
('utt86042', 'utt32430')
('utt67491', 'utt140866')
('utt46617', 'utt85868')
('utt32982', 'utt20769')
('utt37018', 'utt39108')
('utt123060', 'utt90594')
('utt922', 'utt106728')
('utt120641', 'utt8237')
('utt63944', 'utt53224')
('utt79801', 'utt119077')
('utt13990', 'utt31132')
('utt64402', 'utt82765')
('utt103212', 'utt61985')
('utt105104', 'utt111892')
('utt123261', 'utt66675')
('utt40255', 'utt108821')
('utt50043', 'utt71692')
('utt48555', 'utt6849')
('utt65112', 'utt9148')
('utt122132', 'utt105837')
('utt90344', 'utt39896')
('utt137318', 'utt99198')
('utt92957', 'utt78447')
('utt64524', 'utt60399')
('utt11065', 'utt112709')
('utt37062', 'utt141941')
('utt10470', 'utt129977')
('utt7', 'utt62363')
('utt35527', 'utt99359')
('utt17397', 'utt69734')
('utt99934', 'utt53222')
('utt33950', 'utt91079')
('utt142627', 'utt116647')
('utt4161', 'utt102127')
('utt22814', 'utt16295')
('utt71906', 'utt71451')
('utt24790', 'utt47669')
('utt10896', 'utt101909')
('utt29371', 'utt27731')
('utt56523', 'utt18250')
('utt42265', 'utt21296')
('utt867', 'utt131356')
('utt33945', 'utt67851')
('utt16119', 'utt137004')
('utt112654', 'utt104331')
('utt5538', 'utt131698')
('utt122601', 'utt82473')
('utt14834', 'utt61430')
('utt53157', 'utt101276')
('utt75379', 'utt89544')
('utt116890', 'utt71186')
('utt136734', 'utt61819')
('utt18182', 'utt102562')
('utt113477', 'utt72303')
('utt138534', 'utt126829')
('utt57594', 'utt83392')
('utt124140', 'utt150180')
('utt37023', 'utt71453')
('utt58079', 'utt58031')
('utt93399', 'utt106555')
('utt47083', 'utt32431')
('utt96604', 'utt47091')
('utt98204', 'utt31280')
('utt45610', 'utt122872')
('utt8930', 'utt41651')
('utt95036', 'utt152210')
('utt120082', 'utt55388')
('utt5542', 'utt15387')
('utt117464', 'utt146382')
('utt53413', 'utt99632')
('utt4816', 'utt14635')
('utt146248', 'utt53305')
('utt92048', 'utt60495')
('utt97126', 'utt38687')
('utt144256', 'utt133274')
('utt35885', 'utt124878')
('utt82927', 'utt121640')
('utt30820', 'utt100406')
('utt147514', 'utt133707')
('utt124538', 'utt14934')
('utt89441', 'utt69182')
('utt146379', 'utt23273')
('utt77865', 'utt146526')
('utt139706', 'utt68778')
('utt84278', 'utt51733')
('utt34421', 'utt385')
('utt29641', 'utt4268')
('utt21751', 'utt29372')
('utt23416', 'utt34281')
('utt37450', 'utt23594')
('utt36858', 'utt24647')
('utt16179', 'utt6719')
('utt60166', 'utt26796')
('utt114335', 'utt35527')
('utt119075', 'utt100101')
('utt78263', 'utt107580')
('utt75187', 'utt64068')
('utt76887', 'utt8584')
('utt18449', 'utt18310')
('utt53736', 'utt32671')
('utt73587', 'utt114700')
('utt21979', 'utt3795')
('utt36318', 'utt116346')
('utt217', 'utt116156')
('utt36852', 'utt83473')
('utt31931', 'utt6378')
('utt111616', 'utt92681')
('utt32980', 'utt22641')
('utt17679', 'utt84066')
('utt9104', 'utt143143')
('utt140180', 'utt18785')
('utt67544', 'utt26797')
('utt46564', 'utt104327')
('utt125389', 'utt53219')
('utt42965', 'utt99519')
('utt860', 'utt80659')
('utt87045', 'utt118298')
('utt44769', 'utt101277')
('utt27940', 'utt7178')
('utt132095', 'utt30493')
('utt25201', 'utt92043')
('utt48862', 'utt17508')
('utt68780', 'utt112766')
('utt94427', 'utt128284')
('utt128673', 'utt97809')
('utt10191', 'utt3428')
('utt114994', 'utt152553')
('utt76061', 'utt36049')
('utt65046', 'utt14397')
('utt109896', 'utt78695')
('utt95987', 'utt137801')
('utt146306', 'utt49519')
('utt86264', 'utt70817')
('utt64520', 'utt33536')
('utt140172', 'utt36147')
('utt21972', 'utt28178')
('utt149479', 'utt74794')
('utt45248', 'utt58807')
('utt152839', 'utt137925')
('utt18916', 'utt18255')
('utt87673', 'utt42418')
('utt55897', 'utt37592')
('utt76889', 'utt56522')
('utt116157', 'utt140935')
('utt87273', 'utt7458')
('utt84960', 'utt145219')
('utt4266', 'utt88487')
('utt144378', 'utt22730')
